"","cluster3","cluster4","cluster5","Confort","Securite","Qualite","Force","Maintien","Puissance","Competition","Muscle","Beaute","Galbant","Silhouette","Douceur","Se_defouler","Energie","Legerete","Technicite","Se_relaxer","Bien_etre","Liberte","Fluidite","Resistance","Inconfort","Repetition","Intensite","Ralentissement","Acceleration","Nouveaute","Endurance","Impact","Recuperation","Tolerance","Decouragement","Perseverance","Objectif","Passivite","Brulure","Fatigue","Transpiration","Rythme","Difficulte","Facilite","Lent","Rapide","Ennuyeux","Regulier","Equilibre","Culpabilite","Challenge","Progression","Accompagnement","Lassitude","Confiance_en_soi","Actif","Stretchcing","Efficacite","Discipline","Muscultation","Cardio","Vital","Depassement","Calme","Serenite","Sexy","Plaisir","Groupe","Partage","Role","Performance","Meilleur","Individualiste","detente"
"11","1","1","1",0.612359550561798,0.883895131086142,0.0719321436439744,0.0571711830799736,0.0942938973342146,0.053536021150033,0.0489094514210179,0.02985239039436,0.00528750826173166,0.00363516192994052,0.00352500550782111,0.00352500550782111,0.00539766468385107,0.00363516192994052,0.0266578541528971,0.00363516192994052,0.00539766468385107,0.00187265917602996,0.00352500550782111,0.00176250275391055,0.00363516192994052,0,0.00352500550782111,0.00187265917602996,0.00539766468385107,0.00176250275391055,0.00539766468385107,0.00550782110597048,0.0034148490857017,0.00716016743776162,0.00539766468385107,0.00782110597047808,0.00297422339722406,0.00958360872438863,0.0101343908349857,0.00749063670411985,0.0102445472571051,0.00782110597047808,0.0136593963428068,0.0107953293677021,0.0196078431372549,0.0415289711390174,0.0406477197620621,0.0403172504957039,0.115994712491738,0.053536021150033,0.0383344348975545,0.0480282000440626,0.0406477197620621,0.0425203789380921,0.0421899096717339,0.0857016964089006,0.982154659616656,0.217999559374312,0.127891606080634,0.0906587354042741,0.260960564000881,0.0936329588014981,0.12679004185944,0.176801057501652,0.0989204670632298,0.0974884335756775,0.115113461114783,0.0967173386208416,0.137034589116546,0.0781009032826614,0.105750165234633,0.0775501211720643,0.0854813835646618,0.218660497907028,0.0958360872438863
"12","1","2","2",0.115342203925605,0.269205322355363,0.134602661177681,0.0999044328456958,0.0939498640005881,0.047563037565243,0.0749099463353672,0.0666029552304639,0.29905167977652,0.628464309343527,0.0684407851209292,0.286995515695067,0.214437991619496,0.365728148202602,0.184738660589576,0.115783283099316,0.444093214732044,0.0833639638315078,0.0757921046827906,0.0571932661912813,0.0902742042196574,0.0630743218407704,0.135705359111961,0.0594721752554584,0.452694258619422,0.0810115415717121,0.145115048151143,0.0523413952804528,0.0332279644196133,0.0237447621848122,0.0200691024038815,0.0121296772770712,0.0151437182974344,0.0393295596559583,0.0699110490333015,0.0463133132397265,0.0358009262662648,0.0223480114680585,0.0344041755495111,0.0320517532897155,0.0122767036683085,0.00294052782474454,0.00102918473866059,0.0011026979342792,0.00102918473866059,0,0.000220539586855841,0.000514592369330295,0.000367565978093068,0.000955671543041976,0.00183782989046534,0.00102918473866059,0.128574579136955,0.00227890906417702,0.0868190840255826,0.0308755421598177,0.0070572667793869,0.201205616408145,0.987943835918547,0.0796147908549585,0.191722414173344,0.144085863412483,0.171432772182607,0.0785120929206793,0.0613835183415423,0.0516062633242667,0.0836580166139822,0.0411673895464236,0.0297728442255385,0.0390355068734838,0.032713372050283
"13","1","2","2",0.200863930885529,0.164578833693305,0.838876889848812,0.0954643628509719,0.119222462203024,0.0490280777537797,0.0416846652267819,0.0127429805615551,0.0665226781857451,0.13304535637149,0.0943844492440605,0.0678185745140389,0.217062634989201,0.0419006479481641,0.0967602591792657,0.0453563714902808,0.0784017278617711,0.166522678185745,0.10280777537797,0.13304535637149,0.111879049676026,0.142980561555076,0.140820734341253,0.0695464362850972,0.124838012958963,0.0222462203023758,0.0524838012958963,0.0593952483801296,0.0490280777537797,0.0546436285097192,0.220518358531317,0.269546436285097,0.0593952483801296,0.318574514038877,0.0842332613390929,0.161987041036717,0.0161987041036717,0.039524838012959,0.0315334773218143,0.0161987041036717,0.269546436285097,0.0699784017278618,0,0.076889848812095,0.13304535637149,0.0185745140388769,0.12829373650108,0.395896328293736,0.0872570194384449,0.120518358531317,0.0613390928725702,0.0946004319654428,0.0349892008639309,0.119006479481642,0.228941684665227,0.612526997840173,0.0384449244060475,0.0349892008639309,0.0546436285097192,0.344492440604752,0.10475161987041,0.0701943844492441,0.0546436285097192,0.0676025917926566,0.0421166306695464,0.0248380129589633,0.0660907127429806,0.0593952483801296,0.055939524838013,0.0861771058315335,0.195896328293736
"14","1","1","1",0.0773618387696468,0.0157596755112388,0.0157596755112388,0.0103092783505155,0.0589403413892175,0.115768125739395,0.122612810545885,0.0351529491296265,0.0141963833023492,0.230860233226297,0.399991549771844,0.0876288659793814,0.048419807334798,0.0132246070643907,0.0473212776744972,0.973297279026534,0.0950228156160216,0.0207453101233733,0.00688693594727058,0.0369697481832009,0.0246746662159878,0.0420398850768971,0.0342234240324489,0.0820094642555349,0.061602163258408,0.0171539631570052,0.0418286293729931,0.0220550954875782,0.022519858036167,0.0225621091769478,0.0344769308771337,0.0347726888625993,0.167061010647288,0.0130556025012675,0.0122950819672131,0.0720381950312659,0.0280125063376711,0.0780801081629204,0.0212523238127429,0.0130978536420483,0.0780378570221396,0,0.0255196890316038,0.0244634105120838,0.0561517660976846,0.0076897076221058,0.0170694608754436,0.0173229677201284,0.0137738718945411,0.0141118810207876,0.0328713875274632,0.0596163596417103,0.0109430454622275,0.109852966030083,0.0171117120162244,0.0648555010985297,0.01529491296265,0.0189707622105797,0.0132668582051715,0.0271252323812743,0.0630387020449552,0.0870373500084502,0.0342234240324489,0.0767280716579348,0.00688693594727058,0.00904174412709143,0.0218015886428934,0.0221818489099206,0.0079432144667906,0.0507858712185229,0.0814179482846037
"15","3","4","5",0,0,0.0595358632700174,-0.108465072743555,0.126636336226875,0,0,0,0,0,0,0,0,0.273878471237833,0,0.287392167186424,0,0.300793361503742,0.306746947830744,0.31181852136856,0,0,0.370301369369856,0,0,-0.414348008046117,0.423820645399358,0,-0.447738492208137,0.494854175385543,0,0,0.530589193543306,0.542793370503872,0,0,0.564069679010346,0.570473271862442,0.577938880113762,0.592717094397869,0,0,0,0,0.663507620860503,0.670005715082869,0,0.687785472889357,0.692762545056903,0.701290168707446,0,0,-0.725100013950202,0.745543810385251,0.763706073738069,0.769209653539976,-0.844000738010701,0.851691349524568,0,0,0,0.881108276070003,0,0.935397063257417,0.944041688604485,0.949329265274346,0,0.965308996980456,0.980915223270737,0,1
"16","3","4","5",0.0140199664531253,0.0208606996342178,0.0385637491663804,-0.0498959238526363,0.0653406220318089,0.0718479073621244,0.0774053715417416,-0.0975789665137522,0.11164945536851,-0.133459976153426,-0.155634258230099,-0.173387830163895,0.188312147606249,0.21702908069438,0.225046985833519,0.230018390154194,0.236950063658226,0.246241133318513,0.258341248509589,0.276802134066245,0.282844613301538,0,0.306322373340339,0.318791302063335,0,-0.358870723278702,0.367995069013601,0.439241759796294,0,0,0.481498696522038,0,0.50636077036558,0.511842450942748,0,0,0.586120485823414,-0.596088555665582,-0.629074631691692,0.661651476264576,0,0,0.70950124285108,0,0.728492613624881,0.743366408665602,0,0.759240547258655,0.764944526403007,0.770678818988339,0,0.782496008730271,0.788397025240992,-0.80026978962472,0.818963078228887,0.839641897217226,0.846386637835216,0.851706646727159,0.859123335286866,0.871268920639412,0,0,0,0.901733928824041,0,0.926404017541378,-0.950604247923529,0.957520764707071,0.964124042600489,0.992760139846008,1
"17","3","4","5",0.0389887219502112,0.0562610616610901,0.080625783197902,0.101114886250598,0.116436497991138,0.134122237006989,0,0,0.208818323924193,0.222615525727647,0.233389745113491,0.246050098828271,0.256953505496919,0.26665547043549,0.28295890552534,0.296781944785355,0.308809280814397,0.318860051416539,0.330641931608253,0.343121423127107,0,0,0.412017001046417,0.425142428979291,0.438022401074838,0.447776040926531,0.459260790367796,0.47069386489594,0.483108762773393,0.493973413257199,0.506168692753885,0,0.530533414290697,0.547379435968323,0.559484284367047,0,0.586200214450889,0.598460087588978,0.609583112638392,0.622398491092537,0.634916738796233,0,0.663673827948377,0,0.690996938261398,0.702236231865335,0,0.725541617683155,0.736806748743654,0.747916855064787,0,0.769555724934437,0.778999315307401,0.791039570064723,0.800534835350808,0.810133450463136,0.821476093893317,0.831397677212655,0.84320539486093,0.855956179673673,0.864779671089178,0.875011303887245,0.886754427894118,0.896998979420466,0.91244977844381,0.925458937822161,0.935535545880864,0.946593977288876,0.956515560608214,0,1
"18","3","4","5",0,0,0.0620928784231876,0.076240090218983,0.089646698422851,0,0.126070929625827,0.135698776320883,0,0.17095319048661,0.179461715843867,0,0.209456161316928,0.217022100284459,0.22521923549511,0.23221288986888,0.242471932807056,0.249987376075138,0.258832539428725,0.267147497938092,0.284669505647102,0.291646328121055,0.302183097406204,0.309706956624194,0,0.335931056538351,0,0.375469189207386,0,0.393437242261534,0,0,0.427614414839003,0.434944707209103,0,0.452466714918113,0.461345542071334,0.468465435693727,0,0.49019541835687,0.50228072242514,0.510974398680379,0.539437141270135,0,0.558625507060982,0.567134032418239,0,0.598315126828365,0.616821800676642,0,0.648735082728788,0.667940280419451,0.690116308427732,0,0.728392048610527,0.735528774132736,0.742715995354396,0.750433421420276,0.761180589453132,0.771330225042501,0,0,0,0.84714951776607,0,0.915386039622292,0,0.965250542828769,0.978539327733921,0.98670279914494,1
"19","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0.139238462836722,0,0,0,0.176500803510497,-0.229613214262128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490354205038268,0,0.532892564409255,0,0,0,0,0,0.620904481313795,0,0,0,0.716298421597188,0,0,0,0,0,0,0,0.822537919091263,0,0,0,0,0,0,0,0,0,1
"20","1","1","3",0.016456105341559,0.0290101509764518,-0.0375216065430936,0.0427774420663584,0,0,0,0,0.0838169919944537,0,0.0966239922801988,0,0,0,0,-0.221077680499539,0,0.245014685422786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822079193543098,0.825494081329605,0,0,0.845004379862936,0.851590569475869,0,0,0,0.897965588798793,0,0.911250392313926,-0.919794638298271,0,0,0,0.964998571274657,0,-0.974732640987085,-0.979351405537833,0.983230043517569,0.987769174196752,0,1
"21","1","1","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.285694909123791,0,0.316755583687494,0,0,0,0,0,0,0.399369291979383,0,0,0,0,0.47298580341803,0.486594628809115,0,0.516321548060403,0,0.536768695180396,0,0.559589474636043,0,0,0.59422190071435,0,0,0,0.81856406546704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"22","3","4","5",0.0539368776867399,0.0593654701105926,0.0707278539148326,0.0776444869015689,0.0898611162141309,0.0981555645368703,0.106229562405849,0.112539956644744,0.130506668626226,-0.187033839144652,0.253756843149502,0,0.300106551052651,0.306958885990374,0,0,0,0.361593856780689,0.369309622662307,0.376391593489363,0.383253113862659,0,0.42741668809935,0.433837307565125,0,0.452603152441489,0.462725502443326,0.469394128669582,0.475594297681596,0.482657897637506,0.492596538927876,0,0.557197707315281,0.564343976191351,0.57093911893302,0.601269427196238,0.609003563949002,0.617298012271742,0.625491420803174,0.634116544806555,0,0.649603189183231,0.656051364955726,0,0.680071278980049,0.690358966822207,0,0.717162067825256,0.7244553036705,0,0,0.751680934709924,0.758367931807326,0.770171216519087,0.781138626593673,0.790020942793107,0.797148840798031,0.803137744791858,0.810127861263181,0.816530109857809,0.821692324650035,0.835488848881214,0.842883124517765,0.870255722526362,0.877181540948672,0.894542014182312,0.914988793768601,0.983181467465187,0.990649226586325,1,0
"23","1","1","1",0.38246536072623,0,0.29526994744386,0,-0.513855709507883,0,0.306020066889632,-0.649307214524606,0,0,0,0,0.235069278547539,0.227663640707119,0.406115623506928,0.218585762064023,0,0,0,0.351409460105112,0,0,0.235069278547539,0,1,0.30291447682752,0,0,0,0,0,0.314620162446249,0.430482560917343,0.207596751075012,0,0,0,0,0.219063545150502,0.446249402771142,0.498566650740564,0,0.298853320592451,0,0,0,0,0.22718585762064,0.569995222169135,0,0,0.222885809842332,0.272097467749642,0,0.374581939799331,0,0,0,0,0.358576206402293,0,0,0,0,0.494027711419016,0.358815097945533,0.305781175346393,0,0.350453893932155,0,0
"24","2","3","4",0.946170520231214,-1,0.704841040462428,0.48771676300578,0.596459537572254,0.385838150289017,0.488078034682081,0.65028901734104,0,0,0,0,0.361271676300578,0.277095375722543,0.584537572254335,0.524205202312139,0,0,0.916184971098266,0.34971098265896,0.559609826589595,0,0,0.33742774566474,0,0.337066473988439,0,0.332369942196532,0.348627167630058,0.813222543352601,0,0,0.373554913294798,0.33778901734104,0,0.501083815028902,0.432442196531792,0.319364161849711,0.289378612716763,0.289378612716763,0.566112716763006,0.373554913294798,0.470375722543353,0,0.342846820809249,0.922326589595376,0,0.433526011560694,0.355491329479769,0.433526011560694,0,0.355491329479769,0.403901734104046,0,0.290823699421965,0.330924855491329,0.360910404624277,0.307080924855491,0.264812138728324,0.361632947976879,0.355491329479769,0.291546242774566,0,0.301300578034682,0.307080924855491,0.283236994219653,0.361271676300578,0.380780346820809,0.47507225433526,0.632586705202312,0
"25","2","3","4",0.269025367156208,0.476969292389853,0.818090787716956,0.211615487316422,0.307076101468625,0.215954606141522,0.240654205607477,0.266355140186916,0,0,0,0,0.305407209612817,0.234646194926569,0.358144192256342,0.290720961281709,0.305407209612817,0.261348464619493,0.217957276368491,0.31675567423231,0.244659546061415,0,0,0.251001335113485,0,0,0.335781041388518,0.251335113484646,0.382843791722296,0.257009345794392,0,0,0.311415220293725,0.300400534045394,0.30807743658211,0.287383177570094,0.233644859813084,0,0.278704939919893,0,0.252670226969292,0,0.210614152202937,0,0.426902536715621,0.333778371161549,0,0.65086782376502,0.276368491321762,1,0,0.304072096128171,0.258344459279039,0,0.537716955941255,0,0.252336448598131,0.279038718291055,0.276702269692924,0,0.204939919893191,0.404205607476635,0,0.345794392523365,0.317089452603471,0.263684913217623,0.339786381842457,0.242656875834446,0.242990654205608,0.0811081441922563,0.477303070761015
